"State","CIP","Education level","Population size","ACS n-size","Coverage level","Median"
"CT","40","Bachelor's degree",939,43,"100.0%",40405.8
"CT","37","Bachelor's degree",1258,63,"100.0%",60506.32
"CT","13","Bachelor's degree",903,46,"100.0%",41057.86
"CT","25","Bachelor's degree",984,39,"100.0%",70230.55
"CT","60","Bachelor's degree",5062,253,"100.0%",50507.25
"CT","48","Bachelor's degree",494,29,"100.0%",58003.33
"CT","50","Bachelor's degree",1650,72,"100.0%",50507.25
"CT","34","Bachelor's degree",1396,64,"100.0%",43218.8
"CT","49","Bachelor's degree",204,9,"100.0%",39610.2681
"CT","26","Bachelor's degree",485,29,"100.0%",52730.3
"CT","11","Bachelor's degree",571,24,"100.0%",37816.45
"CT","64","Bachelor's degree",2035,100,"100.0%",46415.34
"CT","20","Bachelor's degree",365,18,"100.0%",59039.695
"CT","54","Bachelor's degree",1330,50,"100.0%",50507.25
"CT","15","Bachelor's degree",129,9,"100.0%",74552.43
"CT","59","Bachelor's degree",269,16,"100.0%",85875.92
"CT","51","Bachelor's degree",19,1,"100.0%",30304.35
"CT","29","Bachelor's degree",538,30,"100.0%",37816.45
"CT","14","Bachelor's degree",714,36,"100.0%",53672.45
"CT","32","Bachelor's degree",266,11,"100.0%",40405.8
"CT","22","Bachelor's degree",411,16,"100.0%",42184.24
"CT","57","Bachelor's degree",40,1,"100.0%",57761.312
"CT","All","Bachelor's degree",93057,4509,"100.0%",54745.899
"HI","52","Bachelor's degree",1825,73,"100.0%",35894.5296
"HI","19","Bachelor's degree",1712,82,"100.0%",42184.24
"HI","24","Bachelor's degree",2848,113,"100.0%",64406.94
"HI","61","Bachelor's degree",3659,156,"100.0%",61887.12
"HI","41","Bachelor's degree",731,32,"100.0%",46158.307
"HI","33","Bachelor's degree",1126,36,"100.0%",46158.307
"HI","56","Bachelor's degree",81,4,"100.0%",86437.6
"HI","62","Bachelor's degree",8172,354,"100.0%",46415.34
"HI","21","Bachelor's degree",1324,51,"100.0%",51572.6
"HI","53","Bachelor's degree",815,41,"100.0%",38896.92
"HI","55","Bachelor's degree",2950,124,"100.0%",42184.24
"HI","36","Bachelor's degree",1285,55,"100.0%",39717.613
"HI","23","Bachelor's degree",2457,109,"100.0%",42937.96
"HI","40","Bachelor's degree",166,10,"100.0%",38163.724
"HI","37","Bachelor's degree",282,11,"100.0%",38032.544
"HI","13","Bachelor's degree",482,18,"100.0%",42138.33
"HI","25","Bachelor's degree",126,5,"100.0%",45456.525
"HI","60","Bachelor's degree",1263,60,"100.0%",36911.21
"HI","48","Bachelor's degree",230,9,"100.0%",26365.15
"HI","50","Bachelor's degree",761,32,"100.0%",50782.09
"HI","34","Bachelor's degree",509,13,"100.0%",46062.612
"HI","49","Bachelor's degree",136,5,"100.0%",37708.403
"HI","26","Bachelor's degree",371,18,"100.0%",25762.776
"HI","11","Bachelor's degree",339,19,"100.0%",41057.86
"HI","64","Bachelor's degree",672,32,"100.0%",60608.7
"HI","20","Bachelor's degree",80,4,"100.0%",30372.6528
"HI","54","Bachelor's degree",439,24,"100.0%",34801.998
"HI","15","Bachelor's degree",390,24,"100.0%",42184.24
"HI","59","Bachelor's degree",148,8,"100.0%",53635.504
"HI","29","Bachelor's degree",237,10,"100.0%",34575.04
"HI","14","Bachelor's degree",224,11,"100.0%",48621.15
"HI","22","Bachelor's degree",92,5,"100.0%",12881.388
"HI","All","Bachelor's degree",35932,1548,"100.0%",45379.74
"IA","52","Bachelor's degree",3945,147,"100.0%",38644.164
"IA","19","Bachelor's degree",4267,179,"100.0%",42937.96
"IA","24","Bachelor's degree",4928,195,"100.0%",71170.188
"IA","61","Bachelor's degree",5774,302,"100.0%",48511.876
"IA","41","Bachelor's degree",1778,84,"100.0%",41258.08
"IA","33","Bachelor's degree",1627,58,"100.0%",34037.916
"IA","56","Bachelor's degree",405,18,"100.0%",64828.2
"IA","62","Bachelor's degree",21555,900,"100.0%",51675.694
"IA","21","Bachelor's degree",2372,89,"100.0%",64981.476
"IA","53","Bachelor's degree",1758,82,"100.0%",42184.24
"IA","55","Bachelor's degree",4021,168,"100.0%",40405.8
"IA","36","Bachelor's degree",3195,130,"100.0%",47756.774
"IA","23","Bachelor's degree",9439,460,"100.0%",40405.8
"IA","40","Bachelor's degree",488,20,"100.0%",38644.164
"IA","37","Bachelor's degree",483,18,"100.0%",67044.38
"IA","13","Bachelor's degree",718,45,"100.0%",38896.92
"IA","25","Bachelor's degree",497,26,"100.0%",70710.15
"IA","60","Bachelor's degree",3924,150,"100.0%",37441.7076
"IA","48","Bachelor's degree",261,12,"100.0%",31314.495
"IA","50","Bachelor's degree",1365,49,"100.0%",42426.09
"IA","34","Bachelor's degree",1358,41,"100.0%",34243.9155
"IA","49","Bachelor's degree",475,21,"100.0%",30304.35
"IA","26","Bachelor's degree",511,25,"100.0%",45456.525
"IA","11","Bachelor's degree",3459,205,"100.0%",53672.45
"IA","64","Bachelor's degree",1454,53,"100.0%",40075.028
"IA","20","Bachelor's degree",71,5,"100.0%",32414.1
"IA","54","Bachelor's degree",1584,81,"100.0%",36870.2925
"IA","15","Bachelor's degree",191,5,"100.0%",30943.56
"IA","59","Bachelor's degree",61,4,"100.0%",48478.244
"IA","51","Bachelor's degree",13,1,"100.0%",56568.12
"IA","29","Bachelor's degree",872,43,"100.0%",33386.523
"IA","14","Bachelor's degree",228,12,"100.0%",55894.118
"IA","32","Bachelor's degree",87,3,"100.0%",42937.96
"IA","22","Bachelor's degree",189,9,"100.0%",22689.87
"IA","57","Bachelor's degree",162,8,"100.0%",77781.165
"IA","All","Bachelor's degree",83515,3648,"100.0%",45456.525
"KY","52","Bachelor's degree",4002,203,"100.0%",33747.392
"KY","19","Bachelor's degree",6032,312,"100.0%",39195.176
"KY","24","Bachelor's degree",4251,207,"100.0%",70230.55
"KY","61","Bachelor's degree",8707,398,"100.0%",50452.103
"KY","41","Bachelor's degree",2565,115,"100.0%",42937.96
"KY","33","Bachelor's degree",2156,108,"100.0%",32414.1
"KY","56","Bachelor's degree",500,20,"100.0%",63276.36
"KY","62","Bachelor's degree",18550,886,"100.0%",48621.15
"KY","21","Bachelor's degree",3076,157,"100.0%",65659.425
"KY","53","Bachelor's degree",3641,179,"100.0%",40405.8
"KY","55","Bachelor's degree",4900,253,"100.0%",38644.164
"KY","36","Bachelor's degree",1811,108,"100.0%",36594.8282
"KY","23","Bachelor's degree",6457,281,"100.0%",35423.817
"KY","40","Bachelor's degree",771,41,"100.0%",35355.075
"KY","37","Bachelor's degree",717,38,"100.0%",60506.32
"KY","13","Bachelor's degree",346,21,"100.0%",46158.307
"KY","25","Bachelor's degree",642,31,"100.0%",64981.476
"KY","60","Bachelor's degree",3709,196,"100.0%",37132.272
"KY","48","Bachelor's degree",566,23,"100.0%",26263.77
"KY","50","Bachelor's degree",1953,84,"100.0%",42184.24
"KY","34","Bachelor's degree",859,42,"100.0%",38385.51
"KY","49","Bachelor's degree",319,22,"100.0%",31314.495
"KY","26","Bachelor's degree",617,30,"100.0%",32165.483
"KY","11","Bachelor's degree",2237,111,"100.0%",42184.24
"KY","64","Bachelor's degree",1561,77,"100.0%",32414.1
"KY","20","Bachelor's degree",291,13,"100.0%",33006.464
"KY","54","Bachelor's degree",1050,56,"100.0%",33006.464
"KY","15","Bachelor's degree",239,13,"100.0%",25786.3
"KY","59","Bachelor's degree",186,11,"100.0%",49509.696
"KY","51","Bachelor's degree",56,3,"100.0%",40405.8
"KY","29","Bachelor's degree",728,35,"100.0%",31314.495
"KY","14","Bachelor's degree",490,21,"100.0%",56729.86
"KY","32","Bachelor's degree",219,8,"100.0%",52604.052
"KY","22","Bachelor's degree",216,10,"100.0%",21468.98
"KY","57","Bachelor's degree",28,1,"100.0%",92830.68
"KY","35","Bachelor's degree",10,1,"100.0%",23770.34
"KY","All","Bachelor's degree",84458,4115,"100.0%",42937.96
"UT","52","Bachelor's degree",3066,150,"100.0%",32414.1
"UT","19","Bachelor's degree",5747,244,"100.0%",42937.96
"UT","24","Bachelor's degree",5523,250,"100.0%",68591.558
"UT","61","Bachelor's degree",8135,365,"100.0%",38896.92
"UT","41","Bachelor's degree",2235,120,"100.0%",28875.7781
"UT","33","Bachelor's degree",2441,118,"100.0%",36911.21
"UT","56","Bachelor's degree",579,30,"100.0%",59057.936
"UT","62","Bachelor's degree",16495,713,"100.0%",55557.975
"UT","21","Bachelor's degree",4634,218,"100.0%",70658.602
"UT","53","Bachelor's degree",1443,63,"100.0%",39020.422
"UT","55","Bachelor's degree",4707,236,"100.0%",48305.205
"UT","36","Bachelor's degree",2736,122,"100.0%",37965.816
"UT","23","Bachelor's degree",7603,369,"100.0%",33926.758
"UT","40","Bachelor's degree",1087,58,"100.0%",32414.1
"UT","37","Bachelor's degree",510,26,"100.0%",40001.742
"UT","13","Bachelor's degree",522,23,"100.0%",41415.945
"UT","25","Bachelor's degree",354,20,"100.0%",65480.389
"UT","60","Bachelor's degree",5151,238,"100.0%",31452.0557
"UT","48","Bachelor's degree",276,13,"100.0%",55557.975
"UT","50","Bachelor's degree",1441,63,"100.0%",50507.25
"UT","34","Bachelor's degree",802,38,"100.0%",33522.19
"UT","49","Bachelor's degree",150,7,"100.0%",36911.21
"UT","26","Bachelor's degree",1224,61,"100.0%",41258.08
"UT","11","Bachelor's degree",484,32,"100.0%",36911.21
"UT","64","Bachelor's degree",1029,48,"100.0%",44749.4235
"UT","20","Bachelor's degree",257,14,"100.0%",16207.05
"UT","54","Bachelor's degree",822,39,"100.0%",31638.18
"UT","15","Bachelor's degree",311,18,"100.0%",48688.989
"UT","59","Bachelor's degree",266,16,"100.0%",54023.5
"UT","51","Bachelor's degree",28,1,"100.0%",84579.064
"UT","29","Bachelor's degree",1662,85,"100.0%",23132.3205
"UT","14","Bachelor's degree",453,22,"100.0%",48305.205
"UT","32","Bachelor's degree",39,2,"100.0%",48305.205
"UT","22","Bachelor's degree",135,3,"100.0%",2020.29
"UT","57","Bachelor's degree",12,1,"100.0%",60608.7
"UT","All","Bachelor's degree",82359,3826,"100.0%",43218.8
"RI","52","Bachelor's degree",1435,70,"100.0%",34801.998
"RI","19","Bachelor's degree",1319,65,"100.0%",41057.86
"RI","24","Bachelor's degree",2350,106,"100.0%",74750.73
"RI","61","Bachelor's degree",2417,95,"100.0%",52730.3
"RI","41","Bachelor's degree",443,22,"100.0%",43218.8
"RI","33","Bachelor's degree",1087,49,"100.0%",38644.164
"RI","56","Bachelor's degree",49,2,"100.0%",52730.3
"RI","62","Bachelor's degree",6827,293,"100.0%",53672.45
"RI","21","Bachelor's degree",1305,59,"100.0%",74750.73
"RI","53","Bachelor's degree",1134,47,"100.0%",50507.25
"RI","55","Bachelor's degree",1535,77,"100.0%",49497.105
"RI","36","Bachelor's degree",1072,46,"100.0%",41542.4763
"RI","23","Bachelor's degree",1988,97,"100.0%",45084.858
"RI","40","Bachelor's degree",215,11,"100.0%",34887.0925
"RI","37","Bachelor's degree",296,16,"100.0%",63276.36
"RI","13","Bachelor's degree",458,17,"100.0%",42937.96
"RI","25","Bachelor's degree",351,15,"100.0%",68700.736
"RI","60","Bachelor's degree",2087,94,"100.0%",39653.1856
"RI","48","Bachelor's degree",138,5,"100.0%",26836.225
"RI","50","Bachelor's degree",774,26,"100.0%",57578.265
"RI","34","Bachelor's degree",320,15,"100.0%",31638.18
"RI","49","Bachelor's degree",72,4,"100.0%",110565.247
"RI","26","Bachelor's degree",155,8,"100.0%",33006.464
"RI","11","Bachelor's degree",264,11,"100.0%",42184.24
"RI","64","Bachelor's degree",745,35,"100.0%",39717.613
"RI","20","Bachelor's degree",150,6,"100.0%",34575.04
"RI","54","Bachelor's degree",185,11,"100.0%",48486.96
"RI","15","Bachelor's degree",34,2,"100.0%",18367.99
"RI","59","Bachelor's degree",176,7,"100.0%",64406.94
"RI","51","Bachelor's degree",39,1,"100.0%",20629.04
"RI","29","Bachelor's degree",419,21,"100.0%",44293.452
"RI","14","Bachelor's degree",203,11,"100.0%",47231.756
"RI","32","Bachelor's degree",82,5,"100.0%",40405.8
"RI","22","Bachelor's degree",249,12,"100.0%",40405.8
"RI","35","Bachelor's degree",16,1,"100.0%",30943.56
"RI","All","Bachelor's degree",30389,1362,"100.0%",48621.15
"NH","52","Bachelor's degree",1743,74,"100.0%",39545.202
"NH","19","Bachelor's degree",1579,68,"100.0%",41258.08
"NH","24","Bachelor's degree",2908,128,"100.0%",75632.9
"NH","61","Bachelor's degree",2801,115,"100.0%",53672.45
"NH","41","Bachelor's degree",677,32,"100.0%",42937.96
"NH","33","Bachelor's degree",1715,70,"100.0%",41258.08
"NH","56","Bachelor's degree",119,7,"100.0%",70138.736
"NH","62","Bachelor's degree",7184,282,"100.0%",52730.3
"NH","21","Bachelor's degree",1998,90,"100.0%",70138.736
"NH","53","Bachelor's degree",1394,61,"100.0%",45084.858
"NH","55","Bachelor's degree",1987,107,"100.0%",49566.482
"NH","36","Bachelor's degree",1220,65,"100.0%",50452.103
"NH","23","Bachelor's degree",2186,109,"100.0%",37816.45
"NH","40","Bachelor's degree",508,19,"100.0%",42184.24
"NH","37","Bachelor's degree",366,18,"100.0%",63950.024
"NH","13","Bachelor's degree",584,24,"100.0%",51525.552
"NH","25","Bachelor's degree",326,14,"100.0%",56568.12
"NH","60","Bachelor's degree",2467,117,"100.0%",37965.816
"NH","48","Bachelor's degree",249,13,"100.0%",42937.96
"NH","50","Bachelor's degree",751,34,"100.0%",47457.27
"NH","34","Bachelor's degree",301,16,"100.0%",42937.96
"NH","49","Bachelor's degree",95,4,"100.0%",26836.225
"NH","26","Bachelor's degree",88,5,"100.0%",46415.34
"NH","11","Bachelor's degree",225,13,"100.0%",44011.409
"NH","64","Bachelor's degree",793,44,"100.0%",41220.4416
"NH","20","Bachelor's degree",150,4,"100.0%",21468.98
"NH","54","Bachelor's degree",517,14,"100.0%",39977.39
"NH","15","Bachelor's degree",45,4,"100.0%",45456.525
"NH","59","Bachelor's degree",278,13,"100.0%",59039.695
"NH","29","Bachelor's degree",128,6,"100.0%",38163.724
"NH","14","Bachelor's degree",298,17,"100.0%",46909.7213
"NH","32","Bachelor's degree",82,3,"100.0%",32203.47
"NH","22","Bachelor's degree",215,9,"100.0%",41258.08
"NH","57","Bachelor's degree",9,1,"100.0%",55819.348
"NH","35","Bachelor's degree",45,1,"100.0%",40405.8
"NH","All","Bachelor's degree",36031,1601,"100.0%",47476.815
"SD","52","Bachelor's degree",515,21,"100.0%",40602.331
"SD","19","Bachelor's degree",989,43,"100.0%",38896.92
"SD","24","Bachelor's degree",1522,55,"100.0%",61887.12
"SD","61","Bachelor's degree",2933,128,"100.0%",48621.15
"SD","41","Bachelor's degree",783,23,"100.0%",36911.21
"SD","33","Bachelor's degree",288,9,"100.0%",39492.18871
"SD","56","Bachelor's degree",120,6,"100.0%",81035.25
"SD","62","Bachelor's degree",5416,209,"100.0%",44762.8233
"SD","21","Bachelor's degree",623,21,"100.0%",63276.36
"SD","53","Bachelor's degree",676,24,"100.0%",43218.8
"SD","55","Bachelor's degree",1188,45,"100.0%",38385.51
"SD","36","Bachelor's degree",735,42,"100.0%",45383.888
"SD","23","Bachelor's degree",2758,136,"100.0%",40226.628
"SD","40","Bachelor's degree",293,16,"100.0%",39195.176
"SD","37","Bachelor's degree",193,10,"100.0%",46415.34
"SD","13","Bachelor's degree",445,15,"100.0%",32203.47
"SD","25","Bachelor's degree",211,10,"100.0%",49485.526
"SD","60","Bachelor's degree",760,31,"100.0%",36100.82
"SD","48","Bachelor's degree",109,3,"100.0%",30794.4952
"SD","50","Bachelor's degree",430,17,"100.0%",44226.0988
"SD","34","Bachelor's degree",226,3,"100.0%",31130.021
"SD","49","Bachelor's degree",362,14,"100.0%",40075.028
"SD","26","Bachelor's degree",151,4,"100.0%",37816.45
"SD","11","Bachelor's degree",984,72,"100.0%",47457.27
"SD","64","Bachelor's degree",620,19,"100.0%",40405.8
"SD","20","Bachelor's degree",14,2,"100.0%",26836.225
"SD","54","Bachelor's degree",452,21,"100.0%",36100.82
"SD","15","Bachelor's degree",145,3,"100.0%",29528.968
"SD","59","Bachelor's degree",93,4,"100.0%",61887.12
"SD","51","Bachelor's degree",40,1,"100.0%",70710.15
"SD","29","Bachelor's degree",417,19,"100.0%",53672.45
"SD","14","Bachelor's degree",152,4,"100.0%",38385.51
"SD","57","Bachelor's degree",133,4,"100.0%",47446.792
"SD","All","Bachelor's degree",24776,1034,"100.0%",43218.8
"IN","52","Bachelor's degree",4836,235,"100.0%",39020.422
"IN","19","Bachelor's degree",8334,384,"100.0%",42289.532
"IN","24","Bachelor's degree",10480,472,"100.0%",72201.64
"IN","61","Bachelor's degree",16644,713,"100.0%",49497.105
"IN","41","Bachelor's degree",3968,175,"100.0%",39442.2644
"IN","33","Bachelor's degree",3466,155,"100.0%",31314.495
"IN","56","Bachelor's degree",965,44,"100.0%",65659.425
"IN","62","Bachelor's degree",33703,1475,"100.0%",48511.876
"IN","21","Bachelor's degree",7379,310,"100.0%",60608.7
"IN","53","Bachelor's degree",5020,241,"100.0%",42937.96
"IN","55","Bachelor's degree",6203,284,"100.0%",41258.08
"IN","36","Bachelor's degree",4030,204,"100.0%",41415.945
"IN","23","Bachelor's degree",17954,867,"100.0%",39195.176
"IN","40","Bachelor's degree",941,45,"100.0%",28092.22
"IN","37","Bachelor's degree",710,38,"100.0%",37816.45
"IN","13","Bachelor's degree",823,45,"100.0%",42184.24
"IN","25","Bachelor's degree",2539,124,"100.0%",72201.64
"IN","60","Bachelor's degree",7247,343,"100.0%",36365.22
"IN","48","Bachelor's degree",782,32,"100.0%",34575.04
"IN","50","Bachelor's degree",2945,123,"100.0%",45084.858
"IN","34","Bachelor's degree",4543,211,"100.0%",39020.422
"IN","49","Bachelor's degree",1008,55,"100.0%",37816.45
"IN","26","Bachelor's degree",1003,47,"100.0%",43133.1915
"IN","11","Bachelor's degree",2226,125,"100.0%",52730.3
"IN","64","Bachelor's degree",2324,122,"100.0%",38385.51
"IN","20","Bachelor's degree",428,21,"100.0%",37570.715
"IN","54","Bachelor's degree",1794,78,"100.0%",32203.47
"IN","15","Bachelor's degree",187,12,"100.0%",40361.6824
"IN","59","Bachelor's degree",1141,35,"100.0%",50507.25
"IN","51","Bachelor's degree",32,2,"100.0%",45379.74
"IN","29","Bachelor's degree",1120,56,"100.0%",34801.998
"IN","14","Bachelor's degree",382,20,"100.0%",59039.695
"IN","32","Bachelor's degree",256,14,"100.0%",41258.08
"IN","22","Bachelor's degree",91,2,"100.0%",45348.058
"IN","57","Bachelor's degree",100,4,"100.0%",51675.694
"IN","All","Bachelor's degree",155604,7113,"100.0%",44011.409
"KS","52","Bachelor's degree",2653,107,"100.0%",36100.82
"KS","19","Bachelor's degree",3921,173,"100.0%",43436.235
"KS","24","Bachelor's degree",6284,264,"100.0%",74067.981
"KS","61","Bachelor's degree",6945,317,"100.0%",45456.525
"KS","41","Bachelor's degree",1958,84,"100.0%",42937.96
"KS","33","Bachelor's degree",1113,51,"100.0%",33747.392
"KS","56","Bachelor's degree",614,29,"100.0%",82516.16
"KS","62","Bachelor's degree",17395,733,"100.0%",52186.701
"KS","21","Bachelor's degree",2416,97,"100.0%",68549.39
"KS","53","Bachelor's degree",2391,93,"100.0%",36911.21
"KS","55","Bachelor's degree",3384,138,"100.0%",48305.205
"KS","36","Bachelor's degree",2178,102,"100.0%",41258.08
"KS","23","Bachelor's degree",6467,346,"100.0%",39977.39
"KS","40","Bachelor's degree",529,24,"100.0%",32414.1
"KS","37","Bachelor's degree",632,24,"100.0%",46158.307
"KS","13","Bachelor's degree",422,19,"100.0%",50093.785
"KS","25","Bachelor's degree",1393,62,"100.0%",59824.216
"KS","60","Bachelor's degree",4065,173,"100.0%",33006.464
"KS","48","Bachelor's degree",122,7,"100.0%",24754.848
"KS","50","Bachelor's degree",1302,57,"100.0%",37132.272
"KS","34","Bachelor's degree",1215,49,"100.0%",39610.2681
"KS","49","Bachelor's degree",619,29,"100.0%",35069.368
"KS","26","Bachelor's degree",512,18,"100.0%",34656.7872
"KS","11","Bachelor's degree",2515,179,"100.0%",44293.452
"KS","64","Bachelor's degree",1398,53,"100.0%",41415.945
"KS","20","Bachelor's degree",78,3,"100.0%",35069.368
"KS","54","Bachelor's degree",915,39,"100.0%",39193.626
"KS","15","Bachelor's degree",136,7,"100.0%",31975.012
"KS","59","Bachelor's degree",200,13,"100.0%",65659.425
"KS","51","Bachelor's degree",27,2,"100.0%",7593.1632
"KS","29","Bachelor's degree",724,42,"100.0%",32800.1736
"KS","14","Bachelor's degree",170,6,"100.0%",36100.82
"KS","32","Bachelor's degree",15,1,"100.0%",38385.51
"KS","22","Bachelor's degree",14,1,"100.0%",36616.546
"KS","57","Bachelor's degree",13,2,"100.0%",53672.45
"KS","All","Bachelor's degree",74735,3344,"100.0%",45456.525
"ID","52","Bachelor's degree",1440,61,"100.0%",34575.04
"ID","19","Bachelor's degree",2105,81,"100.0%",38163.724
"ID","24","Bachelor's degree",2338,90,"100.0%",66989.14
"ID","61","Bachelor's degree",3077,136,"100.0%",46415.34
"ID","41","Bachelor's degree",928,42,"100.0%",31638.18
"ID","33","Bachelor's degree",574,23,"100.0%",37570.715
"ID","56","Bachelor's degree",224,13,"100.0%",77172.569
"ID","62","Bachelor's degree",6567,275,"100.0%",45456.525
"ID","21","Bachelor's degree",1015,37,"100.0%",55819.348
"ID","53","Bachelor's degree",476,21,"100.0%",32203.47
"ID","55","Bachelor's degree",1475,69,"100.0%",33625.3352
"ID","36","Bachelor's degree",1242,67,"100.0%",35355.075
"ID","23","Bachelor's degree",2990,135,"100.0%",35331.369
"ID","40","Bachelor's degree",438,16,"100.0%",37570.715
"ID","37","Bachelor's degree",497,9,"100.0%",41258.08
"ID","13","Bachelor's degree",451,29,"100.0%",30943.56
"ID","25","Bachelor's degree",333,14,"100.0%",47231.756
"ID","60","Bachelor's degree",1746,58,"100.0%",34350.368
"ID","48","Bachelor's degree",105,5,"100.0%",28983.123
"ID","50","Bachelor's degree",1129,39,"100.0%",47476.815
"ID","34","Bachelor's degree",533,19,"100.0%",28385.0745
"ID","49","Bachelor's degree",179,6,"100.0%",24135.9768
"ID","26","Bachelor's degree",162,7,"100.0%",10734.49
"ID","11","Bachelor's degree",794,48,"100.0%",34350.368
"ID","64","Bachelor's degree",609,29,"100.0%",37375.365
"ID","54","Bachelor's degree",681,32,"100.0%",20528.93
"ID","15","Bachelor's degree",64,3,"100.0%",29528.968
"ID","59","Bachelor's degree",199,7,"100.0%",56184.44
"ID","51","Bachelor's degree",140,8,"100.0%",54023.5
"ID","29","Bachelor's degree",332,17,"100.0%",17287.52
"ID","14","Bachelor's degree",32,3,"100.0%",51525.552
"ID","32","Bachelor's degree",19,3,"100.0%",20528.93
"ID","38","Bachelor's degree",30,1,"100.0%",40405.8
"ID","22","Bachelor's degree",54,3,"100.0%",37570.715
"ID","57","Bachelor's degree",26,2,"100.0%",36735.98
"ID","All","Bachelor's degree",33004,1408,"100.0%",38679.45
"MS","52","Bachelor's degree",1721,73,"100.0%",33522.19
"MS","19","Bachelor's degree",1575,71,"100.0%",34350.368
"MS","24","Bachelor's degree",2709,125,"100.0%",68549.39
"MS","61","Bachelor's degree",5785,231,"100.0%",46415.34
"MS","41","Bachelor's degree",1168,50,"100.0%",36911.21
"MS","33","Bachelor's degree",761,35,"100.0%",33062.2292
"MS","56","Bachelor's degree",211,10,"100.0%",81035.25
"MS","62","Bachelor's degree",10050,429,"100.0%",43320.984
"MS","21","Bachelor's degree",1648,53,"100.0%",38644.164
"MS","53","Bachelor's degree",1328,48,"100.0%",34801.998
"MS","55","Bachelor's degree",1397,64,"100.0%",32414.1
"MS","36","Bachelor's degree",1658,72,"100.0%",34350.368
"MS","23","Bachelor's degree",6191,264,"100.0%",35355.075
"MS","40","Bachelor's degree",655,26,"100.0%",38644.164
"MS","37","Bachelor's degree",268,14,"100.0%",36100.82
"MS","13","Bachelor's degree",296,14,"100.0%",25786.3
"MS","25","Bachelor's degree",789,25,"100.0%",42138.33
"MS","60","Bachelor's degree",1682,69,"100.0%",27736.1378
"MS","48","Bachelor's degree",97,4,"100.0%",39195.176
"MS","50","Bachelor's degree",884,32,"100.0%",40405.8
"MS","34","Bachelor's degree",575,28,"100.0%",24255.938
"MS","49","Bachelor's degree",526,17,"100.0%",21468.98
"MS","26","Bachelor's degree",84,5,"100.0%",10546.06
"MS","11","Bachelor's degree",578,25,"100.0%",60608.7
"MS","64","Bachelor's degree",431,22,"100.0%",36062.1765
"MS","20","Bachelor's degree",54,3,"100.0%",38163.724
"MS","54","Bachelor's degree",636,43,"100.0%",29172.69
"MS","15","Bachelor's degree",31,3,"100.0%",28983.123
"MS","59","Bachelor's degree",103,6,"100.0%",77793.84
"MS","51","Bachelor's degree",106,3,"100.0%",39977.39
"MS","29","Bachelor's degree",709,27,"100.0%",27011.75
"MS","14","Bachelor's degree",350,14,"100.0%",50782.09
"MS","32","Bachelor's degree",196,7,"100.0%",35860.1475
"MS","22","Bachelor's degree",156,5,"100.0%",21609.4
"MS","57","Bachelor's degree",110,2,"100.0%",67044.38
"MS","All","Bachelor's degree",45518,1919,"100.0%",37965.816
"NV","52","Bachelor's degree",3111,127,"100.0%",37816.45
"NV","19","Bachelor's degree",3653,164,"100.0%",40791.062
"NV","24","Bachelor's degree",3810,179,"100.0%",64406.94
"NV","61","Bachelor's degree",4891,225,"100.0%",53672.45
"NV","41","Bachelor's degree",1184,51,"100.0%",43320.984
"NV","33","Bachelor's degree",1063,58,"100.0%",39125.8826
"NV","56","Bachelor's degree",251,10,"100.0%",49378.654
"NV","62","Bachelor's degree",14671,586,"100.0%",47457.27
"NV","21","Bachelor's degree",1988,86,"100.0%",62258.055
"NV","53","Bachelor's degree",2297,97,"100.0%",47457.27
"NV","55","Bachelor's degree",3413,152,"100.0%",48065.6632
"NV","36","Bachelor's degree",2199,100,"100.0%",37356.0252
"NV","23","Bachelor's degree",3256,147,"100.0%",40405.8
"NV","40","Bachelor's degree",371,20,"100.0%",36911.21
"NV","37","Bachelor's degree",276,11,"100.0%",55103.97
"NV","13","Bachelor's degree",390,21,"100.0%",38644.164
"NV","25","Bachelor's degree",343,12,"100.0%",22073.0728
"NV","60","Bachelor's degree",3477,145,"100.0%",36911.21
"NV","48","Bachelor's degree",217,11,"100.0%",37060.121
"NV","50","Bachelor's degree",964,44,"100.0%",42937.96
"NV","34","Bachelor's degree",553,22,"100.0%",41258.08
"NV","49","Bachelor's degree",79,4,"100.0%",35115.275
"NV","26","Bachelor's degree",256,12,"100.0%",47231.756
"NV","11","Bachelor's degree",400,17,"100.0%",32203.47
"NV","64","Bachelor's degree",783,29,"100.0%",45379.74
"NV","20","Bachelor's degree",77,4,"100.0%",42184.24
"NV","54","Bachelor's degree",548,26,"100.0%",42937.96
"NV","15","Bachelor's degree",126,7,"100.0%",37132.272
"NV","59","Bachelor's degree",331,16,"100.0%",73471.96
"NV","51","Bachelor's degree",16,1,"100.0%",6868.986
"NV","29","Bachelor's degree",456,21,"100.0%",32414.1
"NV","14","Bachelor's degree",393,14,"100.0%",42184.24
"NV","32","Bachelor's degree",113,3,"100.0%",45084.858
"NV","22","Bachelor's degree",336,12,"100.0%",34037.916
"NV","57","Bachelor's degree",36,3,"100.0%",64406.94
"NV","All","Bachelor's degree",56328,2437,"100.0%",44299.27
"OK","52","Bachelor's degree",2968,112,"100.0%",39195.176
"OK","19","Bachelor's degree",5025,169,"100.0%",43320.984
"OK","24","Bachelor's degree",5411,184,"100.0%",75760.875
"OK","61","Bachelor's degree",6455,263,"100.0%",48621.15
"OK","41","Bachelor's degree",1632,58,"100.0%",36735.98
"OK","33","Bachelor's degree",1511,48,"100.0%",17717.3808
