"State","CIP","Education level","Population size","ACS n-size","Coverage level","Median"
"TX","57","Bachelor's degree",315,17,"100.0%",32728.698
"TX","35","Bachelor's degree",51,2,"100.0%",13830.016
"TX","All","Bachelor's degree",708136,31014,"100.0%",51572.6
"MN","52","Bachelor's degree",8470,293,"100.0%",40075.028
"MN","19","Bachelor's degree",12918,433,"100.0%",50621.088
"MN","24","Bachelor's degree",14518,477,"100.0%",77358.9
"MN","61","Bachelor's degree",14810,641,"100.0%",59039.695
"MN","41","Bachelor's degree",3257,130,"100.0%",43218.8
"MN","33","Bachelor's degree",4424,152,"100.0%",41129.634
"MN","56","Bachelor's degree",1080,61,"100.0%",75141.43
"MN","62","Bachelor's degree",46523,1736,"100.0%",59057.936
"MN","21","Bachelor's degree",7121,214,"100.0%",72994.532
"MN","53","Bachelor's degree",5046,213,"100.0%",45383.888
"MN","55","Bachelor's degree",12672,439,"100.0%",50507.25
"MN","36","Bachelor's degree",7198,282,"100.0%",45875.361
"MN","23","Bachelor's degree",14063,583,"100.0%",40791.062
"MN","40","Bachelor's degree",1540,53,"100.0%",45456.525
"MN","37","Bachelor's degree",2234,75,"100.0%",60608.7
"MN","13","Bachelor's degree",2576,126,"100.0%",45456.525
"MN","25","Bachelor's degree",1097,42,"100.0%",69107.284
"MN","60","Bachelor's degree",10791,381,"100.0%",40226.628
"MN","48","Bachelor's degree",1355,42,"100.0%",41057.86
"MN","50","Bachelor's degree",3532,122,"100.0%",60608.7
"MN","34","Bachelor's degree",1069,32,"100.0%",37375.365
"MN","49","Bachelor's degree",1077,42,"100.0%",38385.51
"MN","26","Bachelor's degree",1411,52,"100.0%",42184.24
"MN","11","Bachelor's degree",2624,226,"100.0%",51572.6
"MN","64","Bachelor's degree",2526,85,"100.0%",45084.858
"MN","20","Bachelor's degree",510,15,"100.0%",64828.2
"MN","54","Bachelor's degree",3120,133,"100.0%",42024.3755
"MN","15","Bachelor's degree",1028,39,"100.0%",45456.525
"MN","59","Bachelor's degree",643,29,"100.0%",66012.928
"MN","51","Bachelor's degree",97,3,"100.0%",42184.24
"MN","29","Bachelor's degree",986,42,"100.0%",34344.93
"MN","14","Bachelor's degree",1137,33,"100.0%",50507.25
"MN","32","Bachelor's degree",285,15,"100.0%",42184.24
"MN","22","Bachelor's degree",393,12,"100.0%",56948.724
"MN","57","Bachelor's degree",132,7,"100.0%",37570.715
"MN","35","Bachelor's degree",30,1,"100.0%",14440.328
"MN","All","Bachelor's degree",192293,7261,"100.0%",52527.54
"LA","52","Bachelor's degree",3817,180,"100.0%",34350.368
"LA","19","Bachelor's degree",4419,231,"100.0%",42184.24
"LA","24","Bachelor's degree",7465,394,"100.0%",80811.6
"LA","61","Bachelor's degree",11360,444,"100.0%",51525.552
"LA","41","Bachelor's degree",2152,104,"100.0%",35355.075
"LA","33","Bachelor's degree",2180,121,"100.0%",36497.266
"LA","56","Bachelor's degree",870,42,"100.0%",77358.9
"LA","62","Bachelor's degree",19846,908,"100.0%",46415.34
"LA","21","Bachelor's degree",2517,103,"100.0%",49271.3091
"LA","53","Bachelor's degree",2880,126,"100.0%",37965.816
"LA","55","Bachelor's degree",4215,224,"100.0%",40791.062
"LA","36","Bachelor's degree",3383,162,"100.0%",42426.09
"LA","23","Bachelor's degree",8223,367,"100.0%",42184.24
"LA","40","Bachelor's degree",1009,56,"100.0%",37816.45
"LA","37","Bachelor's degree",637,30,"100.0%",38385.51
"LA","13","Bachelor's degree",545,38,"100.0%",41258.08
"LA","25","Bachelor's degree",1153,54,"100.0%",65659.425
"LA","60","Bachelor's degree",5692,300,"100.0%",36431.243
"LA","48","Bachelor's degree",432,21,"100.0%",41258.08
"LA","50","Bachelor's degree",2912,97,"100.0%",42184.24
"LA","34","Bachelor's degree",6162,241,"100.0%",41057.86
"LA","49","Bachelor's degree",211,16,"100.0%",42184.24
"LA","26","Bachelor's degree",524,23,"100.0%",55557.975
"LA","11","Bachelor's degree",1142,50,"100.0%",49566.482
"LA","64","Bachelor's degree",2243,105,"100.0%",41464.3704
"LA","20","Bachelor's degree",219,12,"100.0%",30915.3312
"LA","54","Bachelor's degree",484,18,"100.0%",30304.35
"LA","15","Bachelor's degree",181,9,"100.0%",28880.656
"LA","59","Bachelor's degree",359,18,"100.0%",60608.7
"LA","51","Bachelor's degree",64,5,"100.0%",67044.38
"LA","29","Bachelor's degree",896,45,"100.0%",24243.48
"LA","14","Bachelor's degree",572,34,"100.0%",51572.6
"LA","32","Bachelor's degree",78,4,"100.0%",50507.25
"LA","38","Bachelor's degree",10,1,"100.0%",32414.1
"LA","22","Bachelor's degree",519,17,"100.0%",20629.04
"LA","All","Bachelor's degree",99371,4600,"100.0%",43436.235
"WI","52","Bachelor's degree",5496,203,"100.0%",39195.176
"WI","19","Bachelor's degree",9843,376,"100.0%",45084.858
"WI","24","Bachelor's degree",11453,425,"100.0%",75632.9
"WI","61","Bachelor's degree",12945,607,"100.0%",54023.5
"WI","41","Bachelor's degree",2983,120,"100.0%",42184.24
"WI","33","Bachelor's degree",4032,156,"100.0%",40075.028
"WI","56","Bachelor's degree",642,30,"100.0%",65659.425
"WI","62","Bachelor's degree",34820,1363,"100.0%",54547.83
"WI","21","Bachelor's degree",6336,221,"100.0%",67627.287
"WI","53","Bachelor's degree",4230,193,"100.0%",48486.96
"WI","55","Bachelor's degree",9844,345,"100.0%",45084.858
"WI","36","Bachelor's degree",7536,312,"100.0%",43759.035
"WI","23","Bachelor's degree",15891,703,"100.0%",41258.08
"WI","40","Bachelor's degree",1008,42,"100.0%",39395.655
"WI","37","Bachelor's degree",1369,62,"100.0%",55819.348
"WI","13","Bachelor's degree",2307,138,"100.0%",43320.984
"WI","25","Bachelor's degree",1431,60,"100.0%",80150.056
"WI","60","Bachelor's degree",8419,307,"100.0%",38896.92
"WI","48","Bachelor's degree",619,27,"100.0%",41258.08
"WI","50","Bachelor's degree",3568,126,"100.0%",49509.696
"WI","34","Bachelor's degree",789,34,"100.0%",31638.18
"WI","49","Bachelor's degree",456,28,"100.0%",34344.93
"WI","26","Bachelor's degree",1404,51,"100.0%",40405.8
"WI","11","Bachelor's degree",2979,204,"100.0%",47457.27
"WI","64","Bachelor's degree",3836,143,"100.0%",38385.51
"WI","20","Bachelor's degree",270,12,"100.0%",40791.062
"WI","54","Bachelor's degree",3123,121,"100.0%",37816.45
"WI","15","Bachelor's degree",427,16,"100.0%",32414.1
"WI","59","Bachelor's degree",291,14,"100.0%",55557.975
"WI","51","Bachelor's degree",88,5,"100.0%",41258.08
"WI","29","Bachelor's degree",1586,59,"100.0%",35856.604
"WI","14","Bachelor's degree",506,24,"100.0%",48305.205
"WI","32","Bachelor's degree",284,12,"100.0%",56729.86
"WI","38","Bachelor's degree",5,1,"100.0%",24850.81
"WI","22","Bachelor's degree",144,3,"100.0%",11758.5528
"WI","35","Bachelor's degree",19,1,"100.0%",3781.645
"WI","All","Bachelor's degree",160979,6544,"100.0%",47476.815
"AL","52","Bachelor's degree",3326,141,"100.0%",34350.368
"AL","19","Bachelor's degree",4034,207,"100.0%",42937.96
"AL","24","Bachelor's degree",7404,341,"100.0%",72767.814
"AL","61","Bachelor's degree",8750,347,"100.0%",46415.34
"AL","41","Bachelor's degree",1769,75,"100.0%",34350.368
"AL","33","Bachelor's degree",1620,69,"100.0%",32414.1
"AL","56","Bachelor's degree",475,15,"100.0%",58003.33
"AL","62","Bachelor's degree",21990,946,"100.0%",45084.858
"AL","21","Bachelor's degree",4150,165,"100.0%",51525.552
"AL","53","Bachelor's degree",3340,117,"100.0%",38385.51
"AL","55","Bachelor's degree",3654,141,"100.0%",40226.628
"AL","36","Bachelor's degree",3323,147,"100.0%",38163.724
"AL","23","Bachelor's degree",9725,456,"100.0%",38644.164
"AL","40","Bachelor's degree",619,32,"100.0%",33940.872
"AL","37","Bachelor's degree",564,29,"100.0%",52730.3
"AL","13","Bachelor's degree",1045,48,"100.0%",42937.96
"AL","25","Bachelor's degree",680,22,"100.0%",56892.797
"AL","60","Bachelor's degree",3645,162,"100.0%",36100.82
"AL","48","Bachelor's degree",234,11,"100.0%",40405.8
"AL","50","Bachelor's degree",2288,88,"100.0%",50782.09
"AL","34","Bachelor's degree",673,22,"100.0%",21468.98
"AL","49","Bachelor's degree",596,25,"100.0%",31638.18
"AL","26","Bachelor's degree",217,12,"100.0%",51525.552
"AL","11","Bachelor's degree",1033,48,"100.0%",40405.8
"AL","64","Bachelor's degree",1311,56,"100.0%",41258.08
"AL","20","Bachelor's degree",24,1,"100.0%",80811.6
"AL","54","Bachelor's degree",1581,60,"100.0%",32270.9436
"AL","15","Bachelor's degree",12,1,"100.0%",69107.284
"AL","59","Bachelor's degree",176,7,"100.0%",40405.8
"AL","51","Bachelor's degree",96,5,"100.0%",48305.205
"AL","29","Bachelor's degree",1040,47,"100.0%",37570.715
"AL","14","Bachelor's degree",223,12,"100.0%",59598.555
"AL","32","Bachelor's degree",17,3,"100.0%",38896.92
"AL","22","Bachelor's degree",119,2,"100.0%",21609.4
"AL","57","Bachelor's degree",75,3,"100.0%",66989.14
"AL","All","Bachelor's degree",89828,3863,"100.0%",42937.96
"VA","52","Bachelor's degree",12002,542,"100.0%",42184.24
"VA","19","Bachelor's degree",13627,668,"100.0%",53635.504
"VA","24","Bachelor's degree",18909,919,"100.0%",80508.675
"VA","61","Bachelor's degree",15684,700,"100.0%",48621.15
"VA","41","Bachelor's degree",4403,216,"100.0%",42184.24
"VA","33","Bachelor's degree",7228,367,"100.0%",41258.08
"VA","56","Bachelor's degree",685,40,"100.0%",77358.9
"VA","62","Bachelor's degree",47804,2297,"100.0%",56729.86
"VA","21","Bachelor's degree",16636,778,"100.0%",75632.9
"VA","53","Bachelor's degree",9499,469,"100.0%",50452.103
"VA","55","Bachelor's degree",22731,1147,"100.0%",59824.216
"VA","36","Bachelor's degree",8855,429,"100.0%",45084.858
"VA","23","Bachelor's degree",11740,576,"100.0%",43218.8
"VA","40","Bachelor's degree",3885,187,"100.0%",46415.34
"VA","37","Bachelor's degree",2545,128,"100.0%",51862.56
"VA","13","Bachelor's degree",2041,107,"100.0%",47457.27
"VA","25","Bachelor's degree",1871,87,"100.0%",70710.15
"VA","60","Bachelor's degree",12600,629,"100.0%",37816.45
"VA","48","Bachelor's degree",1373,77,"100.0%",45084.858
"VA","50","Bachelor's degree",4938,234,"100.0%",54023.5
"VA","34","Bachelor's degree",2163,95,"100.0%",40405.8
"VA","49","Bachelor's degree",830,46,"100.0%",40791.062
"VA","26","Bachelor's degree",2259,112,"100.0%",45379.74
"VA","11","Bachelor's degree",1285,68,"100.0%",45084.858
"VA","64","Bachelor's degree",6184,314,"100.0%",43238.846
"VA","20","Bachelor's degree",519,26,"100.0%",35355.075
"VA","54","Bachelor's degree",2609,123,"100.0%",36497.266
"VA","15","Bachelor's degree",1227,58,"100.0%",48511.876
"VA","59","Bachelor's degree",660,28,"100.0%",77288.328
"VA","51","Bachelor's degree",87,5,"100.0%",68549.39
"VA","29","Bachelor's degree",1427,59,"100.0%",37816.45
"VA","14","Bachelor's degree",1561,72,"100.0%",61186.593
"VA","32","Bachelor's degree",308,13,"100.0%",47457.27
"VA","22","Bachelor's degree",499,19,"100.0%",50507.25
"VA","57","Bachelor's degree",31,3,"100.0%",30056.572
"VA","35","Bachelor's degree",10,1,"100.0%",4280.5258
"VA","All","Bachelor's degree",240715,11639,"100.0%",51572.6
"AZ","52","Bachelor's degree",6540,302,"100.0%",40405.8
"AZ","19","Bachelor's degree",9608,411,"100.0%",46415.34
"AZ","24","Bachelor's degree",12466,551,"100.0%",73822.42
"AZ","61","Bachelor's degree",11925,511,"100.0%",52730.3
"AZ","41","Bachelor's degree",3923,154,"100.0%",41814.189
"AZ","33","Bachelor's degree",3153,155,"100.0%",35355.075
"AZ","56","Bachelor's degree",580,26,"100.0%",94000.89
"AZ","62","Bachelor's degree",30468,1351,"100.0%",54023.5
"AZ","21","Bachelor's degree",6391,283,"100.0%",64828.2
"AZ","53","Bachelor's degree",5135,229,"100.0%",47446.792
"AZ","55","Bachelor's degree",8413,402,"100.0%",48486.96
"AZ","36","Bachelor's degree",5952,276,"100.0%",40405.8
"AZ","23","Bachelor's degree",12386,564,"100.0%",40075.028
"AZ","40","Bachelor's degree",2134,94,"100.0%",49701.62
"AZ","37","Bachelor's degree",822,39,"100.0%",45084.858
"AZ","13","Bachelor's degree",909,44,"100.0%",37570.715
"AZ","25","Bachelor's degree",989,42,"100.0%",64406.94
"AZ","60","Bachelor's degree",7797,355,"100.0%",40075.028
"AZ","48","Bachelor's degree",521,27,"100.0%",38140.591
"AZ","50","Bachelor's degree",2975,115,"100.0%",40405.8
"AZ","34","Bachelor's degree",1685,77,"100.0%",39329.108
"AZ","49","Bachelor's degree",509,26,"100.0%",43436.235
"AZ","26","Bachelor's degree",1109,62,"100.0%",43320.984
"AZ","11","Bachelor's degree",756,37,"100.0%",41024.1734
"AZ","64","Bachelor's degree",1687,78,"100.0%",40405.8
"AZ","20","Bachelor's degree",454,24,"100.0%",37132.272
"AZ","54","Bachelor's degree",1104,53,"100.0%",41258.08
"AZ","15","Bachelor's degree",431,21,"100.0%",32324.64
"AZ","59","Bachelor's degree",642,30,"100.0%",37848.44375
"AZ","51","Bachelor's degree",83,4,"100.0%",75295.996
"AZ","29","Bachelor's degree",1876,85,"100.0%",37570.715
"AZ","14","Bachelor's degree",1094,50,"100.0%",35355.075
"AZ","32","Bachelor's degree",209,8,"100.0%",34575.04
"AZ","22","Bachelor's degree",111,6,"100.0%",26836.225
"AZ","57","Bachelor's degree",240,3,"100.0%",33747.392
"AZ","35","Bachelor's degree",53,1,"100.0%",28468.0752
"AZ","All","Bachelor's degree",145130,6496,"100.0%",47476.815
"GA","52","Bachelor's degree",10399,467,"100.0%",36365.22
"GA","19","Bachelor's degree",17285,779,"100.0%",43218.8
"GA","24","Bachelor's degree",17733,844,"100.0%",73822.42
"GA","61","Bachelor's degree",18700,761,"100.0%",48486.96
"GA","41","Bachelor's degree",5052,217,"100.0%",39195.176
"GA","33","Bachelor's degree",4678,239,"100.0%",33747.392
"GA","56","Bachelor's degree",1371,71,"100.0%",74877.026
"GA","62","Bachelor's degree",62316,2735,"100.0%",51675.694
"GA","21","Bachelor's degree",13094,544,"100.0%",59039.695
"GA","53","Bachelor's degree",8375,317,"100.0%",39195.176
"GA","55","Bachelor's degree",15168,691,"100.0%",43320.984
"GA","36","Bachelor's degree",9247,422,"100.0%",38679.45
"GA","23","Bachelor's degree",18030,844,"100.0%",38385.51
"GA","40","Bachelor's degree",1740,83,"100.0%",37816.45
"GA","37","Bachelor's degree",1904,89,"100.0%",36911.21
"GA","13","Bachelor's degree",973,57,"100.0%",40405.8
"GA","25","Bachelor's degree",1493,71,"100.0%",70710.15
"GA","60","Bachelor's degree",14665,692,"100.0%",36100.82
"GA","48","Bachelor's degree",982,50,"100.0%",42937.96
"GA","50","Bachelor's degree",4208,163,"100.0%",43218.8
"GA","34","Bachelor's degree",2544,111,"100.0%",37816.45
"GA","49","Bachelor's degree",979,58,"100.0%",37570.715
"GA","26","Bachelor's degree",1662,85,"100.0%",36365.22
"GA","11","Bachelor's degree",1731,96,"100.0%",40075.028
"GA","64","Bachelor's degree",3789,185,"100.0%",42289.7006
"GA","20","Bachelor's degree",1293,63,"100.0%",25253.625
"GA","54","Bachelor's degree",2332,86,"100.0%",35355.075
"GA","15","Bachelor's degree",374,21,"100.0%",46415.34
"GA","59","Bachelor's degree",699,41,"100.0%",69774.185
"GA","51","Bachelor's degree",60,3,"100.0%",55698.408
"GA","29","Bachelor's degree",1791,78,"100.0%",36100.82
"GA","14","Bachelor's degree",1219,67,"100.0%",54023.5
"GA","32","Bachelor's degree",356,16,"100.0%",46402.664
"GA","38","Bachelor's degree",41,3,"100.0%",64828.2
"GA","22","Bachelor's degree",461,21,"100.0%",27419.756
"GA","57","Bachelor's degree",203,6,"100.0%",69150.08
"GA","All","Bachelor's degree",246947,11076,"100.0%",45383.888
"CO","52","Bachelor's degree",11361,477,"100.0%",41773.806
"CO","19","Bachelor's degree",14290,627,"100.0%",49701.62
"CO","24","Bachelor's degree",17595,811,"100.0%",72201.64
"CO","61","Bachelor's degree",12878,570,"100.0%",52730.3
"CO","41","Bachelor's degree",4695,224,"100.0%",39395.655
"CO","33","Bachelor's degree",6035,261,"100.0%",42937.96
"CO","56","Bachelor's degree",2169,94,"100.0%",72201.64
"CO","62","Bachelor's degree",46659,2116,"100.0%",54839.512
"CO","21","Bachelor's degree",8019,355,"100.0%",76327.448
"CO","53","Bachelor's degree",4120,183,"100.0%",45379.74
"CO","55","Bachelor's degree",17540,769,"100.0%",48621.15
"CO","36","Bachelor's degree",9646,447,"100.0%",42937.96
"CO","23","Bachelor's degree",9271,462,"100.0%",38163.724
"CO","40","Bachelor's degree",2705,132,"100.0%",42937.96
"CO","37","Bachelor's degree",2269,103,"100.0%",49701.62
"CO","13","Bachelor's degree",3971,179,"100.0%",36497.266
"CO","25","Bachelor's degree",1068,50,"100.0%",63639.135
"CO","60","Bachelor's degree",13766,638,"100.0%",40075.028
"CO","48","Bachelor's degree",1169,53,"100.0%",42022.032
"CO","50","Bachelor's degree",5662,237,"100.0%",51675.7452
"CO","34","Bachelor's degree",2397,108,"100.0%",42937.96
"CO","49","Bachelor's degree",807,45,"100.0%",43436.235
"CO","26","Bachelor's degree",1643,84,"100.0%",42937.96
"CO","11","Bachelor's degree",2762,159,"100.0%",49497.105
"CO","64","Bachelor's degree",3216,165,"100.0%",42937.96
"CO","20","Bachelor's degree",554,23,"100.0%",36100.82
"CO","54","Bachelor's degree",1632,66,"100.0%",34924.106
"CO","15","Bachelor's degree",364,17,"100.0%",43975.129
"CO","59","Bachelor's degree",1098,45,"100.0%",55819.348
"CO","51","Bachelor's degree",34,2,"100.0%",82259.268
"CO","29","Bachelor's degree",2070,112,"100.0%",39977.39
"CO","14","Bachelor's degree",2323,102,"100.0%",51862.56
"CO","32","Bachelor's degree",78,3,"100.0%",72201.64
"CO","38","Bachelor's degree",41,1,"100.0%",46158.307
"CO","22","Bachelor's degree",640,19,"100.0%",32203.47
"CO","57","Bachelor's degree",23,1,"100.0%",24754.848
"CO","All","Bachelor's degree",214570,9740,"100.0%",49378.654
"IL","52","Bachelor's degree",15370,698,"100.0%",42426.09
"IL","19","Bachelor's degree",30210,1361,"100.0%",52730.3
"IL","24","Bachelor's degree",25644,1180,"100.0%",75632.9
"IL","61","Bachelor's degree",28458,1221,"100.0%",53672.45
"IL","41","Bachelor's degree",7706,356,"100.0%",48478.244
"IL","33","Bachelor's degree",10620,472,"100.0%",42426.09
"IL","56","Bachelor's degree",2144,86,"100.0%",70002.3675
"IL","62","Bachelor's degree",98612,4350,"100.0%",60608.7
"IL","21","Bachelor's degree",16072,717,"100.0%",69774.185
"IL","53","Bachelor's degree",11700,518,"100.0%",48570.5224
"IL","55","Bachelor's degree",27079,1146,"100.0%",56729.86
"IL","36","Bachelor's degree",12337,561,"100.0%",48621.15
"IL","23","Bachelor's degree",28177,1437,"100.0%",41057.86
"IL","40","Bachelor's degree",2946,133,"100.0%",51572.6
"IL","37","Bachelor's degree",3964,170,"100.0%",55557.975
"IL","13","Bachelor's degree",1819,98,"100.0%",48621.15
"IL","25","Bachelor's degree",3280,153,"100.0%",70002.3675
"IL","60","Bachelor's degree",29220,1314,"100.0%",40405.8
"IL","48","Bachelor's degree",1777,73,"100.0%",50507.25
"IL","50","Bachelor's degree",6697,303,"100.0%",54023.5
"IL","34","Bachelor's degree",4707,171,"100.0%",41258.08
"IL","49","Bachelor's degree",1561,78,"100.0%",36100.82
"IL","26","Bachelor's degree",2847,132,"100.0%",52730.3
"IL","11","Bachelor's degree",5282,338,"100.0%",49497.105
"IL","64","Bachelor's degree",5562,264,"100.0%",41258.08
"IL","20","Bachelor's degree",1811,87,"100.0%",37816.45
"IL","54","Bachelor's degree",3735,155,"100.0%",37816.45
"IL","15","Bachelor's degree",1072,47,"100.0%",45456.525
"IL","59","Bachelor's degree",1946,82,"100.0%",57264.91
"IL","51","Bachelor's degree",119,9,"100.0%",46415.34
"IL","29","Bachelor's degree",2454,115,"100.0%",39195.176
"IL","14","Bachelor's degree",3047,136,"100.0%",59425.85
"IL","32","Bachelor's degree",768,22,"100.0%",45621.5825
"IL","22","Bachelor's degree",907,39,"100.0%",42937.96
"IL","57","Bachelor's degree",293,13,"100.0%",44446.38
"IL","35","Bachelor's degree",37,2,"100.0%",35434.7616
"IL","All","Bachelor's degree",399980,18037,"100.0%",52730.3
"OH","52","Bachelor's degree",11288,526,"100.0%",36911.21
"OH","19","Bachelor's degree",17151,801,"100.0%",45379.74
"OH","24","Bachelor's degree",22924,1059,"100.0%",72201.64
"OH","61","Bachelor's degree",26931,1245,"100.0%",51517.395
"OH","41","Bachelor's degree",5719,249,"100.0%",42184.24
"OH","33","Bachelor's degree",6041,284,"100.0%",36911.21
"OH","56","Bachelor's degree",1005,53,"100.0%",72201.64
"OH","62","Bachelor's degree",64984,2963,"100.0%",52730.3
"OH","21","Bachelor's degree",10844,489,"100.0%",64406.94
"OH","53","Bachelor's degree",8227,363,"100.0%",44293.452
"OH","55","Bachelor's degree",13189,596,"100.0%",43436.235
"OH","36","Bachelor's degree",9500,442,"100.0%",38896.92
"OH","23","Bachelor's degree",24094,1152,"100.0%",38385.51
"OH","40","Bachelor's degree",2428,106,"100.0%",36870.2925
"OH","37","Bachelor's degree",1737,89,"100.0%",54666.956
"OH","13","Bachelor's degree",1906,93,"100.0%",39977.39
"OH","25","Bachelor's degree",2972,148,"100.0%",61887.12
"OH","60","Bachelor's degree",15128,684,"100.0%",37375.365
"OH","48","Bachelor's degree",1057,56,"100.0%",45379.74
"OH","50","Bachelor's degree",5900,250,"100.0%",51525.552
"OH","34","Bachelor's degree",2192,95,"100.0%",45456.525
"OH","49","Bachelor's degree",1293,76,"100.0%",38248.638
"OH","26","Bachelor's degree",2235,96,"100.0%",33431.0102
"OH","11","Bachelor's degree",2533,124,"100.0%",40405.8
"OH","64","Bachelor's degree",3964,187,"100.0%",39917.1924
"OH","20","Bachelor's degree",1105,57,"100.0%",41258.08
"OH","54","Bachelor's degree",2688,132,"100.0%",32324.64
"OH","15","Bachelor's degree",512,25,"100.0%",37384.262
"OH","59","Bachelor's degree",866,42,"100.0%",51517.395
"OH","51","Bachelor's degree",59,4,"100.0%",76986.238
"OH","29","Bachelor's degree",2180,104,"100.0%",36870.2925
"OH","14","Bachelor's degree",1066,51,"100.0%",50507.25
"OH","32","Bachelor's degree",180,9,"100.0%",45379.74
"OH","38","Bachelor's degree",40,2,"100.0%",52604.052
"OH","22","Bachelor's degree",537,24,"100.0%",47457.27
"OH","57","Bachelor's degree",80,4,"100.0%",29820.972
"OH","All","Bachelor's degree",274555,12680,"100.0%",46892.398
"DE","52","Bachelor's degree",1134,48,"100.0%",39395.655
"DE","19","Bachelor's degree",632,38,"100.0%",35153.046
"DE","24","Bachelor's degree",1449,77,"100.0%",70710.15
"DE","61","Bachelor's degree",1652,66,"100.0%",55819.348
"DE","41","Bachelor's degree",601,18,"100.0%",40405.8
"DE","33","Bachelor's degree",498,26,"100.0%",41864.511
"DE","62","Bachelor's degree",5043,217,"100.0%",59039.695
"DE","21","Bachelor's degree",1680,59,"100.0%",56184.44
"DE","53","Bachelor's degree",997,42,"100.0%",46466.67
"DE","55","Bachelor's degree",1139,54,"100.0%",51572.6
"DE","36","Bachelor's degree",454,27,"100.0%",46415.34
"DE","23","Bachelor's degree",1659,76,"100.0%",40226.628
"DE","40","Bachelor's degree",345,19,"100.0%",48511.876
"DE","37","Bachelor's degree",184,7,"100.0%",49018.72025
"DE","13","Bachelor's degree",194,10,"100.0%",52730.3
"DE","25","Bachelor's degree",368,13,"100.0%",88892.76
"DE","60","Bachelor's degree",736,40,"100.0%",36911.21
"DE","50","Bachelor's degree",423,16,"100.0%",47457.27
"DE","34","Bachelor's degree",366,13,"100.0%",42184.24
"DE","49","Bachelor's degree",15,1,"100.0%",34037.916
"DE","26","Bachelor's degree",150,7,"100.0%",45379.74
"DE","11","Bachelor's degree",712,29,"100.0%",51862.56
"DE","64","Bachelor's degree",421,17,"100.0%",48478.244
"DE","20","Bachelor's degree",72,3,"100.0%",35423.817
"DE","54","Bachelor's degree",135,7,"100.0%",38385.51
"DE","15","Bachelor's degree",24,1,"100.0%",28474.362
"DE","59","Bachelor's degree",139,5,"100.0%",75760.875
"DE","29","Bachelor's degree",103,7,"100.0%",37816.45
"DE","14","Bachelor's degree",37,3,"100.0%",108302.46
"DE","32","Bachelor's degree",86,6,"100.0%",49566.482
"DE","22","Bachelor's degree",29,2,"100.0%",22146.726
"DE","All","Bachelor's degree",21477,954,"100.0%",49509.696
"SC","52","Bachelor's degree",4863,220,"100.0%",35355.075
"SC","19","Bachelor's degree",6476,314,"100.0%",41258.08
"SC","24","Bachelor's degree",6847,349,"100.0%",74750.73
"SC","61","Bachelor's degree",8919,391,"100.0%",49701.62
"SC","41","Bachelor's degree",3383,151,"100.0%",39717.613
"SC","33","Bachelor's degree",2618,117,"100.0%",34575.04
"SC","56","Bachelor's degree",384,26,"100.0%",72994.532
"SC","62","Bachelor's degree",26981,1209,"100.0%",47446.792
"SC","21","Bachelor's degree",3170,138,"100.0%",63639.135
"SC","53","Bachelor's degree",3211,148,"100.0%",37570.715
"SC","55","Bachelor's degree",5889,286,"100.0%",41258.08
"SC","36","Bachelor's degree",5157,228,"100.0%",36497.266
"SC","23","Bachelor's degree",9459,432,"100.0%",35355.075
"SC","40","Bachelor's degree",801,38,"100.0%",38576.3048
"SC","37","Bachelor's degree",800,36,"100.0%",40405.8
"SC","13","Bachelor's degree",570,29,"100.0%",45084.858
"SC","25","Bachelor's degree",694,31,"100.0%",50507.25
"SC","60","Bachelor's degree",6164,291,"100.0%",33747.392
"SC","48","Bachelor's degree",789,37,"100.0%",37816.45
"SC","50","Bachelor's degree",2845,106,"100.0%",50507.25
"SC","34","Bachelor's degree",917,42,"100.0%",32414.1
"SC","49","Bachelor's degree",967,45,"100.0%",35355.075
"SC","26","Bachelor's degree",1057,47,"100.0%",38988.8856
"SC","11","Bachelor's degree",778,40,"100.0%",42184.24
"SC","64","Bachelor's degree",2073,105,"100.0%",38385.51
"SC","20","Bachelor's degree",511,32,"100.0%",39977.39
"SC","54","Bachelor's degree",887,41,"100.0%",30943.56
"SC","15","Bachelor's degree",106,5,"100.0%",35069.368
"SC","59","Bachelor's degree",300,12,"100.0%",71713.208
"SC","51","Bachelor's degree",36,2,"100.0%",47457.27
"SC","29","Bachelor's degree",830,40,"100.0%",32096.1251
"SC","14","Bachelor's degree",430,21,"100.0%",43218.8
"SC","32","Bachelor's degree",108,2,"100.0%",24255.938
"SC","22","Bachelor's degree",342,11,"100.0%",35355.075
"SC","57","Bachelor's degree",100,5,"100.0%",96610.41
"SC","All","Bachelor's degree",109462,5027,"100.0%",41656.937
"CT","52","Bachelor's degree",5245,248,"100.0%",40496.8704
"CT","19","Bachelor's degree",7109,355,"100.0%",50452.103
"CT","24","Bachelor's degree",7429,364,"100.0%",78874.31
"CT","61","Bachelor's degree",5157,256,"100.0%",61586.79
"CT","41","Bachelor's degree",1371,71,"100.0%",51862.56
"CT","33","Bachelor's degree",2474,122,"100.0%",45456.525
"CT","56","Bachelor's degree",506,29,"100.0%",64406.94
"CT","62","Bachelor's degree",21310,1036,"100.0%",61167.148
"CT","21","Bachelor's degree",3748,177,"100.0%",70658.602
"CT","53","Bachelor's degree",3574,164,"100.0%",52730.3
"CT","55","Bachelor's degree",8522,420,"100.0%",54023.5
"CT","36","Bachelor's degree",2913,142,"100.0%",51862.56
"CT","23","Bachelor's degree",3637,166,"100.0%",46695.0315
